drug	disease	label
DB00381	C0020445	1
DB12836	C0009402	1
DB05608	C0009402	1
DB06240	C0206686	1
DB00316	C0004936	1
DB09214	C0004936	1
DB00909	C0005586	1
DB00776	C0005586	1
DB00370	C0005586	1
DB00555	C0005586	1
DB00975	C0005586	1
DB00659	C0005586	1
DB00472	C0005586	1
DB09068	C0005586	1
DB00540	C0005586	1
DB00909	C0014544	1
DB00776	C0014544	1
DB00683	C0014544	1
DB06119	C0014544	1
DB09119	C0014544	1
DB00829	C0014544	1
DB00754	C0014544	1
DB04953	C0014544	1
DB05087	C0014544	1
DB00349	C0014544	1
DB00795	C0003873	1
DB00482	C0003873	1
DB12113	C0003873	1
DB12233	C0003873	1
DB12010	C0003873	1
DB15170	C0003873	1
DB00461	C0003873	1
DB12522	C0003873	1
DB00554	C0003873	1
DB00316	C0003873	1
DB12594	C0003873	1
DB00909	C0030567	1
DB00270	C0030567	1
DB11917	C0030567	1
DB06262	C0030567	1
DB11986	C0007131	1
DB15327	C0007131	1
DB03310	C0007131	1
DB00712	C0007131	1
DB12836	C0007131	1
DB11759	C0007131	1
DB06240	C0007131	1
DB11830	C0007131	1
DB06195	C0007131	1
DB06645	C0007131	1
DB11859	C0011581	1
DB00321	C0011581	1
DB00715	C0011581	1
DB01104	C0011581	1
DB00393	C0011581	1
DB00829	C0011581	1
DB00370	C0011581	1
DB06700	C0011581	1
DB01236	C0011581	1
DB00396	C0011581	1
DB01175	C0011581	1
DB00472	C0011581	1
DB09068	C0011581	1
DB00476	C0011581	1
DB00292	C0011581	1
DB00540	C0011581	1
DB12121	C0079744	1
DB15035	C0079744	1
DB11703	C0079744	1
DB01069	C0027497	1
DB11699	C0027497	1
DB09291	C0027497	1
DB00377	C0027497	1
DB00904	C0027497	1
DB00673	C0027497	1
DB00985	C0027497	1
DB00377	C0042963	1
DB00904	C0042963	1
DB14019	C0042963	1
DB00985	C0042963	1
DB15035	C0006826	1
DB09290	C0006826	1
DB11694	C0006826	1
DB06185	C0006826	1
DB00351	C0006826	1
DB09048	C0006826	1
DB06717	C0006826	1
DB01233	C0006826	1
DB00673	C0006826	1
DB12745	C0006826	1
DB14723	C0006826	1
DB12686	C0027651	1
DB11986	C0027651	1
DB15035	C0027651	1
DB06595	C0027651	1
DB05015	C0027651	1
DB00603	C0027651	1
DB06603	C0027651	1
DB11703	C0027651	1
DB00351	C0027651	1
DB11841	C0027651	1
DB12887	C0027651	1
DB11782	C0027651	1
DB06717	C0027651	1
DB09053	C0027651	1
DB00262	C0027651	1
DB06176	C0027651	1
DB12005	C0027651	1
DB14723	C0027651	1
DB11991	C0027651	1
DB05294	C0027651	1
DB09039	C0376544	1
DB12836	C0678222	1
DB05220	C0678222	1
DB00753	C1458155	1
DB12005	C1458155	1
DB12135	C0009324	1
DB00795	C0009324	1
DB14218	C0009324	1
DB00950	C0018099	1
DB00316	C0018099	1
DB12353	C0018099	1
DB00908	C0002395	1
DB05289	C0002395	1
DB12635	C0002395	1
DB12463	C0002395	1
DB01175	C0002395	1
DB11893	C0002395	1
DB12836	C0029408	1
DB00482	C0029408	1
DB12113	C0029408	1
DB00668	C0029408	1
DB00296	C0029408	1
DB00461	C0029408	1
DB12563	C0029408	1
DB00554	C0029408	1
DB00476	C0029408	1
DB00586	C0029408	1
DB12353	C0029408	1
DB00683	C0036690	1
DB00368	C0036690	1
DB00401	C0020538	1
DB00482	C0020538	1
DB01023	C0020538	1
DB01104	C0020538	1
DB00270	C0020538	1
DB01236	C0020538	1
DB00622	C0020538	1
DB01018	C0020538	1
DB00484	C0020538	1
DB00554	C0020538	1
DB00381	C0020538	1
DB00818	C0020538	1
DB01115	C0020538	1
DB00404	C0030319	1
DB00715	C0030319	1
DB01068	C0030319	1
DB00557	C0030319	1
DB09068	C0030319	1
DB00367	C0028754	1
DB01189	C0028754	1
DB01191	C0028754	1
DB01261	C0028754	1
DB01083	C0028754	1
DB04455	C0028754	1
DB00929	C0028754	1
DB06586	C0028754	1
DB15327	C0376358	1
DB15189	C0376358	1
DB13679	C0376358	1
DB01233	C0376358	1
DB00484	C0376358	1
DB11778	C0376358	1
DB12614	C0032285	1
DB05087	C0037769	1
DB00753	C0151744	1
DB04839	C0032460	1
DB01395	C0032460	1
DB01261	C0032460	1
DB00396	C0032460	1
DB01175	C0032460	1
DB00294	C0032460	1
DB08882	C0032460	1
DB00683	C1956346	1
DB00715	C1956346	1
DB01189	C1956346	1
DB12000	C1956346	1
DB00753	C1956346	1
DB01236	C1956346	1
DB12971	C1956346	1
DB00975	C1956346	1
DB00292	C1956346	1
DB11909	C1956346	1
DB05737	C1956346	1
DB01083	C2711227	1
DB00331	C0026640	1
DB01599	C0022658	1
DB12778	C0022658	1
DB15170	C0022658	1
DB05737	C0022658	1
DB06197	C0033860	1
DB12522	C0033860	1
DB06083	C0033860	1
DB15027	C0033860	1
DB05015	C0079772	1
DB06176	C0079772	1
DB11992	C0011860	1
DB04876	C0011860	1
DB04878	C0011860	1
DB01261	C0011860	1
DB11675	C0011860	1
DB01083	C0011860	1
DB08868	C0011860	1
DB06335	C0011860	1
DB08882	C0011860	1
DB06203	C0011860	1
DB15323	C0011860	1
DB11950	C0011860	1
DB00806	C0011860	1
DB14870	C0011860	1
DB09022	C0011860	1
DB00296	C0848558	1
DB11644	C0878544	1
DB00390	C0018801	1
DB00673	C0018801	1
DB00368	C0018801	1
DB00945	C0018801	1
DB00390	C0018802	1
DB05220	C0007112	1
DB00907	C0037199	1
DB03310	C0023418	1
DB11869	C0023418	1
DB06185	C0023418	1
DB00377	C0023418	1
DB00673	C0023418	1
DB06191	C0023418	1
DB11778	C0023418	1
DB06185	C0024299	1
DB11830	C0024299	1
DB00673	C0024299	1
DB00367	C0019693	1
DB06580	C0019693	1
DB00419	C0019693	1
DB00294	C0019693	1
DB00945	C0005695	1
DB12121	C0023434	1
DB15035	C0023434	1
DB04944	C0023434	1
DB11703	C0023434	1
DB06185	C0023434	1
DB08142	C0023434	1
DB11830	C0023434	1
DB09053	C0023434	1
DB12021	C0023434	1
DB15499	C0023434	1
DB11869	C0026764	1
DB06603	C0026764	1
DB00262	C0026764	1
DB14829	C0026764	1
DB12005	C0026764	1
DB11991	C0026764	1
DB11778	C0026764	1
DB00262	C0025149	1
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB12686	C1565951	0
DB08439	C0205875	0
DB15323	C1837618	0
DB12778	C1868681	0
DB09048	C0205874	0
DB12522	C0151744	0
DB00683	C0231689	0
DB06195	C0857007	0
DB00343	C0023467	0
DB05015	C2931753	0
DB00425	C3714758	0
DB04878	C0678222	0
DB00281	C0005859	0
DB15327	C3714514	0
DB11778	C0024894	0
DB06262	C1800706	0
DB11859	C0348626	0
DB08329	C0338070	0
DB02383	C0033847	0
DB06203	C0206245	0
DB06083	C1851936	0
DB08882	C0036220	0
DB00461	C0334611	0
DB01028	C0000822	0
DB12095	C0205651	0
DB00404	C0752109	0
DB01236	C0205697	0
DB01028	C0751195	0
DB08329	C0007282	0
DB11699	C0311375	0
DB00622	C2751492	0
DB04839	C0271650	0
DB11986	C4551910	0
DB06240	C0018995	0
DB04455	C0152234	0
DB04839	C0338575	0
DB11869	C0271678	0
DB01068	C2931501	0
DB09119	C0239981	0
DB12010	C0013604	0
DB15327	C0021841	0
DB00794	C0018944	0
DB00975	C0020651	0
DB15403	C0432103	0
DB00668	C0151889	0
DB02712	C0432416	0
DB09214	C0080218	0
DB00396	C1136249	0
DB12778	C0751888	0
DB09053	C0030805	0
DB04953	C0022548	0
DB12105	C0013990	0
DB12594	C1846648	0
DB08867	C3541518	0
DB06645	C0392439	0
DB00341	C2936904	0
DB14870	C0015695	0
DB12353	C0342749	0
DB12887	C0344559	0
DB00370	C1859690	0
DB11841	C0020255	0
DB06580	C0007286	0
DB15170	C0752332	0
DB11591	C0031046	0
DB00351	C0178416	0
DB15189	C0349604	0
DB09048	C0270844	0
DB05737	C1955870	0
DB08142	C0027947	0
DB09053	C0917731	0
DB09291	C1510586	0
DB00945	C1836694	0
DB12745	C4505353	0
DB11644	C0015625	0
DB06240	C0917805	0
DB00715	C0162568	0
DB00482	C0020615	0
DB00283	C0751211	0
DB11703	C1704423	0
DB11778	C0343110	0
DB00908	C0030246	0
DB06203	C0206656	0
DB09048	C0751187	0
DB12836	C4284414	0
DB11950	C1720957	0
DB00351	C0543858	0
DB11675	C0015306	0
DB08868	C0022658	0
DB11703	C0543858	0
DB08329	C1848137	0
DB00908	C2931019	0
DB12121	C2750075	0
DB11992	C1853371	0
DB02712	C1704230	0
DB00273	C0751011	0
DB01023	C0178417	0
DB01236	C0032045	0
DB00341	C0496899	0
DB00586	C1843075	0
DB06586	C0034012	0
DB00754	C0151879	0
DB00484	C2750509	0
DB00748	C0400966	0
DB00540	C0271623	0
DB06603	C0020179	0
DB06595	C1858120	0
DB09119	C0029882	0
DB00262	C1849811	0
DB04839	C4552766	0
DB15170	C0086439	0
DB00909	C4518356	0
DB00283	C0342898	0
DB14019	C0273115	0
DB01396	C0345419	0
DB00321	C0857007	0
DB01244	C4014578	0
DB05016	C0234376	0
DB02712	C0751523	0
DB01069	C1720956	0
DB00370	C0337443	0
DB06595	C0011991	0
DB09214	C0013274	0
DB15357	C4721891	0
DB11986	C0265222	0
DB14218	C4277682	0
DB05015	C4721436	0
DB00465	C1869114	0
DB08439	C1141890	0
DB09119	C0014324	0
DB12565	C0010606	0
DB00715	C4748768	0
DB11950	C3489728	0
DB12105	C0752252	0
DB12291	C0751304	0
DB00273	C0035126	0
DB04876	C3150968	0
DB06603	C0751187	0
DB11675	C0268623	0
DB11699	C4693941	0
DB11991	C0282126	0
DB12135	C0751958	0
DB00975	C0265535	0
DB12135	C0023470	0
DB00476	C0024232	0
DB00829	C0013421	0
DB12095	C0853897	0
DB06335	C1865871	0
DB13467	C0162316	0
DB15035	C0751057	0
DB09022	C3810404	0
DB12778	C4310818	0
DB00273	C0454542	0
DB15189	C2678476	0
DB05294	C0280783	0
DB06595	C1623209	0
DB00555	C0007131	0
DB01599	C0017638	0
DB00768	C0162557	0
DB00316	C2751764	0
DB00829	C0236811	0
DB04851	C1839840	0
DB15035	C4042891	0
DB00283	C0006845	0
DB13679	C4551595	0
DB14770	C3150973	0
DB15170	C0038356	0
DB12005	C0546127	0
DB01396	C0020564	0
DB12836	C0035126	0
DB00281	C0007785	0
DB06603	C0751475	0
DB00683	C0751020	0
DB00262	C0011854	0
DB06775	C1858120	0
DB01191	C3495588	0
DB00370	C1854310	0
DB01236	C0751176	0
DB00753	C0262497	0
DB01115	C0546127	0
DB11830	C0010278	0
DB06195	C3714873	0
DB01069	C0271384	0
DB05015	C0949690	0
DB06262	C0001621	0
DB01599	C0014868	0
DB11869	C2751324	0
DB00975	C0751522	0
DB00776	C3887992	0
DB00341	C0750905	0
DB14723	C0042373	0
DB00461	C3150968	0
DB11950	C3658267	0
DB00806	C0265534	0
DB11950	C0002871	0
DB01395	C0014072	0
DB06335	C3553843	0
DB01148	C0854723	0
DB13074	C0007194	0
DB00482	C0037274	0
DB15189	C0205645	0
DB01023	C2363129	0
DB11922	C0795864	0
DB00401	C0002395	0
DB00834	C3276096	0
DB11694	C4310728	0
DB08329	C0476241	0
DB01246	C0342777	0
DB01191	C0917713	0
DB06789	C0016579	0
DB00511	C1864818	0
DB00536	C4015405	0
DB00668	C0431375	0
DB00536	C1510586	0
DB14019	C0751175	0
DB11703	C0264393	0
DB11909	C0033774	0
DB00907	C0546125	0
DB00292	C0023467	0
DB01189	C3280479	0
DB11893	C4016325	0
DB00296	C0078982	0
DB11591	C4521481	0
DB00834	C0013080	0
DB00715	C0023492	0
DB00715	C1563666	0
DB06700	C4225314	0
DB00622	C0032897	0
DB00283	C0796068	0
DB00262	C0242706	0
DB12353	C4693784	0
DB12887	C0751824	0
DB06240	C0426970	0
DB00806	C0004096	0
DB00985	C0751316	0
DB12563	C0021364	0
DB09214	C0033958	0
DB12010	C0025193	0
DB00555	C1838604	0
DB06603	C0020651	0
DB01028	C4510743	0
DB00668	C0041327	0
DB05983	C1720816	0
DB12005	C0268398	0
DB01599	C4015388	0
DB11859	C0796154	0
DB12463	C0151572	0
DB14723	C0030569	0
DB09214	C0007114	0
DB00715	C4704874	0
DB11703	C0036996	0
DB01028	C1266194	0
DB11859	C1332201	0
DB13725	C4748827	0
DB13074	C0020192	0
DB08439	C0472387	0
DB09214	C0028960	0
DB00349	C0740340	0
DB14770	C4041558	0
DB00754	C0162568	0
DB14218	C0017181	0
DB00540	C1955870	0
DB00368	C1510586	0
DB00907	C3549447	0
DB00834	C0751088	0
DB11703	C0265239	0
DB08867	C0011304	0
DB12635	C4704862	0
DB06637	C4225251	0
DB14872	C1849811	0
DB12291	C2751683	0
DB03310	C0543858	0
DB11694	C4279912	0
DB11591	C0004138	0
DB11869	C1832855	0
DB06191	C1843807	0
DB06282	C2676023	0
DB00482	C0427190	0
DB13725	C0008928	0
DB00280	C0855095	0
DB01028	C0003469	0
DB01115	C1855520	0
DB00795	C0220998	0
DB14872	C0023012	0
DB12971	C1857811	0
DB00283	C3146244	0
DB06603	C0376407	0
DB01069	C4721532	0
DB00292	C1848599	0
DB06700	C0337210	0
DB01191	C0040034	0
DB00283	C0424072	0
DB12005	C1834969	0
DB09291	C0018553	0
DB09068	C0271623	0
DB00668	C0013595	0
DB01244	C2751315	0
DB14829	C0007785	0
DB11917	C1527336	0
DB06083	C0684324	0
DB04876	C0013990	0
DB00262	C4305240	0
DB00806	C0027796	0
DB00316	C0011849	0
DB11759	C0205874	0
DB12135	C0017639	0
DB00972	C0376407	0
DB00393	C1840560	0
DB12291	C2750509	0
DB11759	C0520463	0
DB03310	C0206644	0
DB06775	C0086439	0
DB14218	C0282631	0
DB00536	C0751759	0
DB05737	C0271694	0
DB05983	C3810107	0
DB12135	C0751437	0
DB00818	C0270948	0
DB11699	C0018128	0
DB06335	C0274861	0
DB00349	C1370889	0
DB09068	C0029456	0
DB12614	C4693405	0
DB01069	C4551863	0
DB13679	C0265699	0
DB12522	C0037763	0
DB05983	C0004045	0
DB00661	C0271271	0
DB04876	C0270733	0
DB00343	C0022876	0
DB00661	C0376544	0
DB00945	C0271623	0
DB13679	C0427169	0
DB03310	C0949664	0
DB00331	C3810404	0
DB06282	C0151889	0
DB00950	C0600520	0
DB05289	C4551993	0
DB06717	C3554517	0
DB00950	C3178806	0
DB01104	C0149721	0
DB00754	C0555198	0
DB01104	C0022333	0
DB01189	C1851920	0
DB00465	C4310818	0
DB06335	C2751764	0
DB04944	C0086626	0
DB12005	C4721507	0
DB00795	C0344516	0
DB09068	C0543858	0
DB12563	C0477432	0
DB01023	C3150343	0
DB12135	C4748839	0
DB09291	C0034372	0
DB06119	C0205875	0
DB06176	C0268483	0
DB06195	C0751292	0
DB01175	C0424068	0
DB09022	C0205645	0
DB13256	C0917713	0
DB00806	C0206726	0
DB00401	C1863999	0
DB12000	C0005398	0
DB04878	C0043020	0
DB00797	C2931218	0
DB09022	C1527337	0
DB11694	C0019829	0
DB06203	C0036457	0
DB00472	C0014556	0
DB01148	C0003850	0
DB06185	C0422850	0
DB01236	C0162670	0
DB12291	C0023290	0
DB12594	C0231688	0
DB00262	C2750824	0
DB15327	C2931150	0
DB04832	C1565951	0
DB00273	C0031900	0
DB00715	C0233477	0
DB12095	C4721891	0
DB00367	C0265535	0
DB12095	C0205699	0
DB01023	C1837008	0
DB00404	C0009319	0
DB00404	C0024138	0
DB11591	C0010674	0
DB14218	C2931277	0
DB00273	C0878500	0
DB14723	C0027126	0
DB08439	C0431350	0
DB09039	C0751480	0
DB12635	C4551474	0
DB00754	C0472387	0
DB00404	C0376407	0
DB06191	C0000786	0
DB01236	C0221356	0
DB01395	C0220722	0
DB12635	C0010246	0
DB11917	C0155127	0
DB12944	C0205647	0
DB00390	C0162835	0
DB09048	C1719672	0
DB11830	C0751495	0
DB00281	C4225275	0
DB09022	C0079541	0
DB12128	C1862932	0
DB00270	C0005683	0
DB05294	C0017667	0
DB00281	C0265700	0
DB12887	C0011882	0
DB14019	C4747989	0
DB15170	C1854449	0
DB00661	C0235527	0
DB00280	C1855304	0
DB09068	C0086432	0
DB14770	C2584774	0
DB00465	C1864694	0
DB14723	C0017605	0
DB05737	C1262760	0
DB12745	C0600327	0
DB00794	C4757950	0
DB12745	C0272048	0
DB00557	C2673630	0
DB14218	C1956131	0
DB11644	C0085584	0
DB00945	C0011644	0
DB12686	C0007398	0
DB15499	C1864498	0
DB13725	C3279699	0
DB04455	C0149504	0
DB01148	C0035309	0
DB00484	C0005910	0
DB11675	C0270720	0
DB12614	C0079757	0
DB14829	C0018800	0
DB11759	C0268194	0
DB00377	C1306837	0
DB00393	C0270844	0
DB00381	C0020542	0
DB06775	C0003496	0
DB09048	C4551472	0
DB00343	C0086189	0
DB02712	C1863924	0
DB00390	C0023895	0
DB00557	C0003873	0
DB00484	C0025286	0
DB00683	C0751293	0
DB11694	C0151526	0
DB00557	C0342276	0
DB12594	C0206644	0
DB12686	C0027947	0
DB12944	C0231712	0
DB00673	C1720859	0
DB11859	C1720859	0
DB12635	C4082171	0
DB06595	C2930970	0
DB00794	C0265633	0
DB09039	C0019208	0
DB00281	C0917804	0
DB00985	C0085762	0
DB05737	C0270844	0
DB12522	C0205851	0
DB11859	C0003504	0
DB13074	C0023264	0
